item_id,item_text_clean,dataset,extra,question,n_options,options_json
Indicate the extent you have felt this way over the past week. Proud,Indicate the extent you have felt this way over the past week. Proud,Vivid,,Indicate the extent you have felt this way over the past week: Proud.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Scared,Indicate the extent you have felt this way over the past week. Scared,Vivid,,Indicate the extent you have felt this way over the past week: Scared.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Strong,Indicate the extent you have felt this way over the past week. Strong,Vivid,,Indicate the extent you have felt this way over the past week: Strong.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Indicate the extent you have felt this way over the past week. Upset,Indicate the extent you have felt this way over the past week. Upset,Vivid,,Indicate the extent you have felt this way over the past week: Upset.,5,"[{""value"": ""1"", ""label"": ""Very slightly or not at all""}, {""value"": ""2"", ""label"": ""A little""}, {""value"": ""3"", ""label"": ""Moderately""}, {""value"": ""4"", ""label"": ""Quite a bit""}, {""value"": ""5"", ""label"": ""Extremely""}]"
Irritability,Irritability,Vivid,,What describes the way you have been feeling during the past two weeks?,4,"[{""value"": ""0"", ""label"": ""I am not more irritable than usual.""}, {""value"": ""1"", ""label"": ""I am more irritable than usual.""}, {""value"": ""2"", ""label"": ""I am much more irritable than usual.""}, {""value"": ""3"", ""label"": ""I am irritable all the time.""}]"
It's not important to me to know where I am.,It's not important to me to know where I am.,Vivid,,It's not important to me to know where I am.,7,"[{""value"": ""1"", ""label"": ""Strongly agree""}, {""value"": ""2"", ""label"": ""Agree""}, {""value"": ""3"", ""label"": ""Slightly agree""}, {""value"": ""4"", ""label"": ""Neither agree nor disagree""}, {""value"": ""5"", ""label"": ""Slightly disagree""}, {""value"": ""6"", ""label"": ""Disagree""}, {""value"": ""7"", ""label"": ""Strongly disagree""}]"
Looking forward to a pleasurable experience is in itself pleasurable.,Looking forward to a pleasurable experience is in itself pleasurable.,Vivid,,Looking forward to a pleasurable experience is in itself pleasurable.,6,"[{""value"": ""1"", ""label"": ""Very false for me""}, {""value"": ""2"", ""label"": ""Moderately false for me""}, {""value"": ""3"", ""label"": ""Slightly false for me""}, {""value"": ""4"", ""label"": ""Slightly true for me""}, {""value"": ""5"", ""label"": ""Moderately true for me""}, {""value"": ""6"", ""label"": ""Very true for me""}]"
Loss of Energy,Loss of Energy,Vivid,,What describes the way you have been feeling during the past two weeks?,4,"[{""value"": ""0"", ""label"": ""I have as much energy as ever.""}, {""value"": ""1"", ""label"": ""I have less energy than I used to have.""}, {""value"": ""2"", ""label"": ""I don't have enough energy to do very much.""}, {""value"": ""3"", ""label"": ""I don't have enough energy to do anything.""}]"
Loss of Interest,Loss of Interest,Vivid,,What describes the way you have been feeling during the past two weeks?,4,"[{""value"": ""0"", ""label"": ""I have not lost interest in other people or activities.""}, {""value"": ""1"", ""label"": ""I am less interested in other people or things than before.""}, {""value"": ""2"", ""label"": ""I have lost most of my interest in other people or things.""}, {""value"": ""3"", ""label"": ""It's hard to get interested in anything.""}]"
Loss of Interest in Sex,Loss of Interest in Sex,Vivid,,What describes the way you have been feeling during the past two weeks?,4,"[{""value"": ""0"", ""label"": ""I have not noticed any recent change in my interest in sex.""}, {""value"": ""1"", ""label"": ""I am less interested in sex than I used to be.""}, {""value"": ""2"", ""label"": ""I am much less interested in sex now.""}, {""value"": ""3"", ""label"": ""I have lost interest in sex completely.""}]"
Loss of Pleasure,Loss of Pleasure,Vivid,,What describes the way you have been feeling during the past two weeks?,4,"[{""value"": ""0"", ""label"": ""I get as much pleasure as I ever did from the things I enjoy.""}, {""value"": ""1"", ""label"": ""I don't enjoy things as much as I used to.""}, {""value"": ""2"", ""label"": ""I get very little pleasure from the things I used to enjoy.""}, {""value"": ""3"", ""label"": ""I can't get any pleasure from the things I used to enjoy.""}]"
My face recognition ability is worse than most people,My face recognition ability is worse than most people,Vivid,,My face recognition ability is worse than most people.,5,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Neither agree nor disagree""}, {""value"": ""4"", ""label"": ""Agree""}, {""value"": ""5"", ""label"": ""Strongly agree""}]"
My feelings about it were kind of numb,My feelings about it were kind of numb,Vivid,,"This is a comment made by people after stressful life events: ""My feelings about it were kind of numb"".  How frequently was this true for you during the past seven days:",5,"[{""value"": ""0"", ""label"": ""Not at all""}, {""value"": ""1"", ""label"": ""A little bit""}, {""value"": ""2"", ""label"": ""Moderately""}, {""value"": ""3"", ""label"": ""Quite a bit""}, {""value"": ""4"", ""label"": ""Extremely""}]"
My voice has a flat or monotone sound to it.,My voice has a flat or monotone sound to it.,Vivid,,My voice has a flat or monotone sound to it.,6,"[{""value"": ""1"", ""label"": ""Very Rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat Often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very Often""}]"
"My ""sense of direction"" is very good.","My ""sense of direction"" is very good.",Vivid,,"My ""sense of direction"" is very good.",7,"[{""value"": ""1"", ""label"": ""Strongly agree""}, {""value"": ""2"", ""label"": ""Agree""}, {""value"": ""3"", ""label"": ""Slightly agree""}, {""value"": ""4"", ""label"": ""Neither agree nor disagree""}, {""value"": ""5"", ""label"": ""Slightly disagree""}, {""value"": ""6"", ""label"": ""Disagree""}, {""value"": ""7"", ""label"": ""Strongly disagree""}]"
Not being able to stop or control worrying,Not being able to stop or control worrying,Vivid,,Not being able to stop or control worrying.,4,"[{""value"": ""0"", ""label"": ""Not at all""}, {""value"": ""1"", ""label"": ""Several days""}, {""value"": ""2"", ""label"": ""More than half the days""}, {""value"": ""3"", ""label"": ""Nearly every day""}]"
Other people's misfortunes do not usually disturb me a great deal.,Other people's misfortunes do not usually disturb me a great deal.,Vivid,,Other people's misfortunes do not usually disturb me a great deal.,5,"[{""value"": ""0"", ""label"": ""Does not describe me well""}, {""value"": ""1"", ""label"": ""Describes me a little""}, {""value"": ""2"", ""label"": ""Describes me moderately""}, {""value"": ""3"", ""label"": ""Describes me well""}, {""value"": ""4"", ""label"": ""Describes me very well""}]"
Other things kept making me think about it,Other things kept making me think about it,Vivid,,"This is a comment made by people after stressful life events: ""Other things kept making me think about it"".  How frequently was this true for you during the past seven days:",5,"[{""value"": ""0"", ""label"": ""Not at all""}, {""value"": ""1"", ""label"": ""A little bit""}, {""value"": ""2"", ""label"": ""Moderately""}, {""value"": ""3"", ""label"": ""Quite a bit""}, {""value"": ""4"", ""label"": ""Extremely""}]"
People ask me to repeat things I've said because they don't understand.,People ask me to repeat things I've said because they don't understand.,Vivid,,People ask me to repeat things I've said because they don't understand.,6,"[{""value"": ""1"", ""label"": ""Very Rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat Often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very Often""}]"
People find it easy to approach me.,People find it easy to approach me.,Vivid,,People find it easy to approach me.,6,"[{""value"": ""1"", ""label"": ""Very Rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat Often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very Often""}]"
People get frustrated by my unwillingness to bend.,People get frustrated by my unwillingness to bend.,Vivid,,People get frustrated by my unwillingness to bend.,6,"[{""value"": ""1"", ""label"": ""Very Rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat Often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very Often""}]"
People have to talk me into trying something new.,People have to talk me into trying something new.,Vivid,,People have to talk me into trying something new.,6,"[{""value"": ""1"", ""label"": ""Very Rarely""}, {""value"": ""2"", ""label"": ""Rarely""}, {""value"": ""3"", ""label"": ""Occasionally""}, {""value"": ""4"", ""label"": ""Somewhat Often""}, {""value"": ""5"", ""label"": ""Often""}, {""value"": ""6"", ""label"": ""Very Often""}]"
Pictures about it popped into my mind,Pictures about it popped into my mind,Vivid,,"This is a comment made by people after stressful life events: ""Pictures about it popped into my mind"".  How frequently was this true for you during the past seven days:",5,"[{""value"": ""0"", ""label"": ""Not at all""}, {""value"": ""1"", ""label"": ""A little bit""}, {""value"": ""2"", ""label"": ""Moderately""}, {""value"": ""3"", ""label"": ""Quite a bit""}, {""value"": ""4"", ""label"": ""Extremely""}]"
Pieces of music always pop into my head out of nowhere.,Pieces of music always pop into my head out of nowhere.,Vivid,,Pieces of music always pop into my head out of nowhere.,7,"[{""value"": ""1"", ""label"": ""Strongly disagree""}, {""value"": ""2"", ""label"": ""Disagree""}, {""value"": ""3"", ""label"": ""Slightly disagree""}, {""value"": ""4"", ""label"": ""Neither agree nor disagree""}, {""value"": ""5"", ""label"": ""Slightly agree""}, {""value"": ""6"", ""label"": ""Agree""}, {""value"": ""7"", ""label"": ""Strongly agree""}]"
"Relative or friend:Characteristic poses of head, attitudes of body, etc.","Relative or friend:Characteristic poses of head, attitudes of body, etc.",Vivid,,"When you imagine a relative or friend, rate how vivid the image is: Characteristic poses of head, attitudes of body, etc.",5,"[{""value"": ""1"", ""label"": ""Perfectly clear and as vivid as normal vision""}, {""value"": ""2"", ""label"": ""Clear and reasonably vivid""}, {""value"": ""3"", ""label"": ""Moderately clear and vivid""}, {""value"": ""4"", ""label"": ""Vague and dim""}, {""value"": ""5"", ""label"": ""No image at all, you only 'know' that you are thinking of the object""}]"
"Reminders of it caused me to have physical reactions, such as sweating, trouble breathing, nausea, or a pounding heart","Reminders of it caused me to have physical reactions, such as sweating, trouble breathing, nausea, or a pounding heart",Vivid,,"This is a comment made by people after stressful life events: ""Reminders of it caused me to have physical reactions, such as sweating, trouble breathing, nausea, or a pounding heart"".  How frequently was this true for you during the past seven days:",5,"[{""value"": ""0"", ""label"": ""Not at all""}, {""value"": ""1"", ""label"": ""A little bit""}, {""value"": ""2"", ""label"": ""Moderately""}, {""value"": ""3"", ""label"": ""Quite a bit""}, {""value"": ""4"", ""label"": ""Extremely""}]"
Self-Criticalness,Self-Criticalness,Vivid,,What describes the way you have been feeling during the past two weeks?,4,"[{""value"": ""0"", ""label"": ""I don't criticize or blame myself more than usual.""}, {""value"": ""1"", ""label"": ""I am more critical of myself than I used to be.""}, {""value"": ""2"", ""label"": ""I criticize myself for all of my faults.""}, {""value"": ""3"", ""label"": ""I blame myself for everything bad that happens.""}]"
